Habitat	motility	spore production	Genus name	species name	strain name
other	non-motile	no	Youngiibacter	Youngiibacter fragilis	232.1
other	__motile, but unspecified structure__	no	Caloribacterium	cisternae	SGL43
other	not indicated	not indicated	Cryobacterium	levicorallinum	Hh34
human - mouth	not indicated	no	Mycobacteriium	parakoreense	299
other	not indicated	no	Mycobacterium	koreense	01-305
soil	non-motile	yes	Actinomadura	sediminis	YIM M 10931
food product	flagella	no	Pectinatus	sottacetonis	FSRU B0405
hypersaline environment	__motile, but unspecified structure__	not indicated	Haloarchaeobius	iranensis	EB21
plant associated	__motile, but unspecified structure__	no	Pantoea	rodasii	LMG 26273
other	__motile, but unspecified structure__	not indicated	Vibrio	alfacsensis	CAIM 1831
seawater	gliding	not indicated	Flavobacterium	jumunjinense	HME7102
__freshwater sediment (river, lake, pond__	flagella	no	Methylophaga	lonarensis	MPL
marine sediment	non-motile	not indicated	Salinimicrobium	gaetbulicola	BB-My20
other	flagella	no	Thermosulfurimonas	dismutans	S95
soil	non-motile	no	Barrientosiimonas	humi	39
seawater	__motile, but unspecified structure__	no	Cellulomonas	marina	FXJ8.089
food product	not indicated	no	Lactobacillus	heilongjiangensis	S4-3
other	non-motile	no	Streptococcus	troglodytidis	M09-11185
plant associated	__motile, but unspecified structure__	no	Rhizobium	mesoamericanum	CCGE 501
plant associated	__motile, but unspecified structure__	no	Rhizobium	grahamii	CCGE 502
plant associated	non-motile	yes	Streptomyces	heilongjiangensis	NEAU-W2
food product	flagella	not indicated	Pseudomonas	formosensis	CC-CY503
other	non-motile	not indicated	Enteractinococcus	coprophilus	YIM 100590
soil	non-motile	no	Mucilaginibacter	soli	R9-65
soil	non-motile	not indicated	Chitiniphaga	oryziterrae	YC7001
marine sediment	flagella	not indicated	Kordiimonas	aestuarii	101-1
other	gliding	no	Muricauda	taeanensis	105
marine sediment	__motile, but unspecified structure__	not indicated	Roseovarius	lutimaris	112
soil	flagella	no	Pseudogulbenkiania	gefcensis	yH16
plant associated	non-motile	not indicated	Sphingobacterium	nematocida	M-SX 103
human - mouth	not indicated	no	Mycobacterium	yongonense	05-1390
hotspring	non-motile	no	Hydrotalea	sandarakina	AF-51
marine sediment	non-motile	not indicated	Gaetbulibacter	lutimaris	D1-y4
soil	not indicated	yes	Nonomuraea	soli	YIM 120770
soil	__motile, but unspecified structure__	no	Planococcus	halocryophilus	Or1
marine sediment	flagella	not indicated	Neptunomonas	qingdaonensis	P10-2-4
other	__motile, but unspecified structure__	not indicated	Neptunomonas	concharum	LHW37
other	flagella	not indicated	Blastopirellula	cremea	LHWP2
marine sediment	non-motile	not indicated	Tropicimonas	sediminicola	M97
other	flagella	yes	Pelosinus	defluvii	SHI-1
other	non-motile	no	Nocardioides	szechwanensis	RHLT1-17
other	non-motile	no	Nocardioides	psychrotolerans	RHLT2-1
other	flagella	no	Oscillibacter	ruminantium	GH1
marine sediment	non-motile	not indicated	Aestuariibaculum	suncheonense	SC17
marine sediment	flagella	no	Shewanella	aestuarii	SC18
marine sediment	non-motile	no	Microbulbifer	gwangyangensis	GY2
other	gliding	no	Gramella	aestuarii	BS12
other	non-motile	no	Altererythrobacter	gangjinensis	KJ7
marine sediment	non-motile	no	Arenibacter	hampyeongensis	HP12
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	not indicated	Exiguobacterium	Aquaticum	 IMTB-3094
seawater	__motile, but unspecified structure__	no	Planococcus	plakortidis	AS/ASP6
marine sediment	gliding	no	Profundibacterium	mesophilum	KAUST100406-0324
__freshwater (river, lake, pond)__	non-motile	not indicated	Legionella	massiliensis	LegA
soil	__motile, but unspecified structure__	no	Massilia	namucuonensis	333-1-0411
other	flagella	not indicated	Deferrisoma	camini	S3R1
soil	non-motile	no	Terrimnas	rubra	M-8
other	non-motile	no	Gordonia	caeni	MJ32
wastewater	non-motile	no	Deinococcus	daejeonensis	MJ27
soil	__motile, but unspecified structure__	no	Jeongeupia	chitinilytica	Jchi
__freshwater (river, lake, pond)__	non-motile	yes	Desulfosporosinus	burensis	BSREI1
other	__motile, but unspecified structure__	not indicated	Kistimonas	scapharcae	A36
marine sediment	non-motile	yes	Paenibacillus	oceanisediminis	L10
soil	non-motile	not indicated	Methanosarcina	soligelidi	SMA-21
__freshwater (river, lake, pond)__	non-motile	no	Flavobacterium	anatoliense	MK3
marine sediment	non-motile	not indicated	Flavobacterium	rakeshii	FCS-5
other	__motile, but unspecified structure__	not indicated	Legionella	cardiaca	H63
other	non-motile	no	Terrimonas	pekingensis	QH
soil	not indicated	not indicated	Micromonospora	equina	Y22
soil	non-motile	yes	Kutzneria	buriramensis	A-T 1846
wastewater	non-motile	not indicated	Nocardioides	daejeonensis	MJ31
wastewater	non-motile	no	Brevibacterium	ammoniilyticum	A1
soil	not indicated	yes	Streptomyces	ziwulingensis	F22
hypersaline environment	non-motile	not indicated	Helopenitus	persicus	DC30
other	non-motile	no	Mucilaginibacter	litoreus	BR-18
other	non-motile	no	Compostimonas	suwonensis	SMC 46
marine sediment	non-motile	no	Haloferula	chungangensis	CAU 1074
other	non-motile	no	Streptococcus	tigurinus	AZ_3a
soil	non-motile	yes	Actinokineospora	soli	YIM 75948
marine sediment	not indicated	yes	Marininema	mesophilum	SCSIO 10219
other	not indicated	yes	Nocardiopsis	coralliicola	SCSIO 10427
marine sediment	non-motile	not indicated	Gordonia	alkaliphila	CJ10
soil	non-motile	no	Sphingobacterium	detergens	6.2S
hypersaline environment	flagella	no	Salinisphaera	halophila	YIM 95161
other	non-motile	no	Litoreibacter	meonggei	Ma1-1
wastewater	non-motile	no	Parabacteroides	chartae	NS31-3
soil	flagella	not indicated	Geodermatophilus	soli 	PB34
soil	flagella	not indicated	Geodermatophilus	terrae	PB261
__freshwater sediment (river, lake, pond__	non-motile	no	Arenimonas	daechungensis	CH15-1
__freshwater (river, lake, pond)__	non-motile	not indicated	Aquihabitans	daechungensis	CH22-21
seawater	non-motile	not indicated	Namhaeicola	litoreus	DPG-25
soil	__motile, but unspecified structure__	yes	Bacillus	songklensis	CAU 1033
plant associated	gliding	no	Maribacter	chungangensis	CAU 1044
soil	non-motile	yes	Kribbella	shirazensis	UTMC 693
other	non-motile	not indicated	Pasteurella	oralis	P683
estuarine sediment	non-motile	yes	Streptomyces	chilikensis	RC 1830
seawater	flagella	no	Marinomonas	hwangdonensis	HDW-15
soil	non-motile	not indicated	Hymenobacter	ginsengisoli	DCY57
other	non-motile	no	Staphylococcus	jettensis	SEQ110
food product	non-motile	not indicated	Listeria	fleischmannii	LU2006-1
other	non-motile	no	Listeria 	fleischmannii	LU2006-1
other	non-motile	not indicated	Neisseria	oralis	6332
__freshwater (river, lake, pond)__	non-motile	no	Gemmobacter	lanyuensis	Orc-4
other	flagella	no	Seleniivibrio	woodruffii	S4
seawater	gliding	not indicated	Aquimarina	longa	SW024
soil	__motile, but unspecified structure__	not indicated	Chromobacterium	vaccinii	MWU205
food product	non-motile	no	Lactobacillus	yonginensis	THK-V8
other	non-motile	no	Rhodococcus	canchipurensis	MBRL 353
seawater	non-motile	no	Muricauda	antarctica	Ar-22
other	flagella	not indicated	Pseudovibrio	axinellae	Ad2
soil	non-motile	no	Belnapia	soli	PB-K8
seawater	non-motile	not indicated	Lentisphaera	marina	IMCC11369
hypersaline environment	not indicated	not indicated	Legionella	tunisiensis	LegM
soil	non-motile	not indicated	Chryseobacterium	gwangjuense	THG-A18
soil	flagella	no	Sphingomonas	kyungheensis	THG-B283
marine sediment	not indicated	yes	Pseudonocardia	antitumoralis	SCSIO 01299
soil	non-motile	no	Microbacterium	lemovicicum	ViU22
plant associated	non-motile	not indicated	Pseudorhodobacter	wandonensis	WT-MW11
marine sediment	non-motile	not indicated	Pseudorhodobacter	antarcticus	ZS3-33
plant associated	__motile, but unspecified structure__	no	Burkholderia	grimmiae	R27
soil	non-motile	yes	Thermocatellispora	tengchongensis	YIM 77521
__freshwater (river, lake, pond)__	flagella	no	Vogesella	fluminis	Npb-07
soil	non-motile	no	Lysinimonas	soli	SGM3-12
__freshwater (river, lake, pond)__	non-motile	no	Sphingorhabdus 	planktonica	G1A_585
hypersaline environment	non-motile	no	Halanaerobium	sehlinense	1Sehel
soil	__motile, but unspecified structure__	no	Herbaspirillum	psychrotolerans	PB1
other	non-motile	no	Chryseobacterium	frigidisoli	PB4
__freshwater (river, lake, pond)__	non-motile	not indicated	Novosphingobium	fuchskuhlense	FNE08-7
__freshwater (river, lake, pond)__	non-motile	yes	Novosphingobium	aquaticum	FNE08-86
soil	non-motile	no	Microbacterium	neimengense	7087
soil	non-motile	no	Pseudomonas	zeshuii	BY-1
hotspring	flagella	no	Fontimonas	thermophila	HA-01
marine sediment	non-motile	no	Algoriphagus	zhangzhouensis	12C11
marine sediment	non-motile	no	Muricauda	zhangzhouensis	12C25
plant associated	flagella	not indicated	Brenneria	goodwinii	FRB 141
other	non-motile	no	Mycobacterium	minnesotense	DL49
seawater	non-motile	no	Kangiella	marina	KM1
seawater	non-motile	no	Kangiella	taiwanensis	KT1
other	not indicated	yes	Micromonospora	kangleipakensis	MBRL 34
other	non-motile	not indicated	Orbus	sasakiae	C7
soil	gliding	not indicated	Pontibacter	lucknowensis	DM9
bioreactor	flagella	not indicated	Plasticicumulans	 lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella		Plasticicumulans	lactativorans	YDT
bioreactor	flagella		Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella		Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	 YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
plant associated	flagella		Plasticicumulans	not yet known; article proposed:Plasticicumulans lactativoran	YDT (=DSM 25287T=NCCB 100398T )
wastewater	flagella	yes	Plasticicumulans	lactativorans 	YD
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	 lactativorans	YDT
bioreactor	flagella	not indicated	Plasticicumulans	lactativorans	YDT
soil	non-motile	yes	Texcoconibacillus	texcoconensis	13CC
soil	not indicated	not indicated	Natronobacterium	texcoconense	B23
human - fecal	not indicated	no	Mycobacterium	longobardum	FI-07034
marine sediment	non-motile	not indicated	Rhodococcus	nanhaiensis	SCSIO 10187
__freshwater (river, lake, pond)__	flagella	no	Sphingobium	limneticum	301
__freshwater (river, lake, pond)__	flagella	no	Sphingomonas	starnbergensis	382
__freshwater (river, lake, pond)__	flagella	no	Sphingobium	boeckii	469
seawater	non-motile	not indicated	Dyadobacter	jejuensis	AM1R11
plant associated	not indicated	no	Pectobacterium	aroidearum	SCRI 109
hypersaline environment	non-motile	not indicated	Limimonas	halophila	IA16
estuarine water	non-motile	no	Nibribacter	koreensis	GSR3061
seawater	non-motile	not indicated	Hymenobacter	koreensis	GYR3077
seawater	non-motile	not indicated	Hymenobacter	saemangeumensis	GSR0100
seawater	non-motile	not indicated	Nibrella	saemangeumensis	GCR0103
seawater	non-motile	not indicated	Nibrella	viscosa	GYR3121
seawater	non-motile	not indicated	Pontibacter	saemangeumensis	GCM0142
soil	non-motile	not indicated	Luteolibacter	luojiensis	DR4-30
other	non-motile	not indicated	Defluviimonas	aestuarii	BS14
marine sediment	gliding	no	Maribacter	aestuarii	GY20
other	non-motile	no	Lactobacillus	brantae	SL1108
soil	non-motile	no	Sphingobium	czechense	LL01
hotspring	flagella	yes	Caloramator	quimbayensis	USBA A
hotspring	flagella	yes	Caloramator	quimbayensis	USBA A
soil	not indicated	yes	Amycolatopsis	dongchuanensis	YIM 75904
soil	not indicated	not indicated	Paracoccus	rhizosphaerae	CC-CCM15-8
plant associated	non-motile	not indicated	Acinetobacter	puyangensis	BQ4-1
plant associated	non-motile	no	Chitinophaga	cymbidii	R156-2
other	non-motile	no	Novosphingobium	lindaniclasticum	LE124
other	flagella	no	Taonella	mepensis	H1
soil	non-motile	not indicated	Novosphingobium	barchaimii	LL02
soil	non-motile	not indicated	Sphingobium	baderi	LL03
plant associated	non-motile	no	Mucilaginibacter	herbaticus	DR-9
other	not indicated	not indicated	Toxopsis	calypsus	Not indicated
other	non-motile	not indicated	Luteivirga	sdotyamensis	PIII.02
other	non-motile	not indicated	Fulvitalea	axinellae	VI.18
other	non-motile	not indicated	Aureivirga	marina	VIII.04
human - fecal	non-motile	no	Coprobacter	fastidiosus	NSB1
__freshwater (river, lake, pond)__	non-motile	not indicated	Flavobacterium	aciduliphilum	JJ013
hotspring	__motile, but unspecified structure__	not indicated	Tepidimonas	fonticaldi	AT-A2
other	non-motile	no	Streptococcus	constellatus	SK1359
other	non-motile	no	Streptococcus	anginosus	CCUG 39159
other	not indicated	no	Wickerhamiella	goesii	IMUFRJ 52102
soil	non-motile	no	Flavobacterium	enshiense	DK69
other	non-motile	yes	Planifilum	composti	P8
soil	flagella	yes	Cohnella	formosensis	CC-Alfalfa-35
marine sediment	non-motile	no	Flaviflexus	huanghaiensis	H5
seawater	non-motile	no	Albimonas	pacifica	P-50-3
plant associated	flagella	no	Phyllobacterium	endophyticum	PEPV15
plant associated	non-motile	not indicated	Chryseobacterium	ginsengisoli	DCY 63
seawater	non-motile	not indicated	Algibacter	agarivorans	KYW560
seawater	non-motile	not indicated	Algibacter	agarilyticus	KYW563
seawater	non-motile	no	Lutibacter	agarilyticus	KYW566
seawater	flagella	no	Idiomarina	indica	SW104
seawater	non-motile	no	Flavobacterium	marinum	SW105
plant associated	flagella	not indicated	Nocardioides	perillae	I10A-01402
__freshwater (river, lake, pond)__	non-motile	not indicated	Flavobacterium	fontis	MIC3010
other	non-motile	not indicated	Paenalcaligenes	hermetiae	KBL009
seawater	non-motile	no	Loktanella	litorea	DPG-5
seawater	non-motile	no	Marivita	geojedonensis	DPG-138
seawater	non-motile	no	Bizionia	hallyeonensis	T-y7
seawater	non-motile	no	Pseudofulvibacter	geojedonensis	YCS-9
marine sediment	gliding	not indicated	Winogradskyella	pulchriflava	EM106
soil	gliding	not indicated	Nafulsella	turpanensis	ZLM-10
other	flagella	not indicated	Epibacterium	ulvae	U95
food product	non-motile	no	Chryseobacterium	carnipullorum	9_R23581
marine sediment	non-motile	no	Algoriphagus	chungangensis	CAU 1002
soil	non-motile	yes	Lechevalieria	nigeriaca	NJ2035
marine sediment	non-motile	yes	Saccharomonospora	amisosensis	DS3030
other	non-motile	not indicated	Amycolatopsis	cihanbeyliensis	BNT52
plant associated	__motile, but unspecified structure__	not indicated	Enterobacter	sacchari	SP1
other	non-motile	not indicated	Flavobacterium	noncentrifugens	R-HLS-17
__freshwater (river, lake, pond)__	non-motile	not indicated	Flavobacterium	squillarum	CMJ-5
soil	not indicated	not indicated	Hansschlegelia	beijingensis	PG04
other	__motile, but unspecified structure__	no	Thauera	humireducens	SgZ-1
human - mouth	non-motile	not indicated	Alloprevotella	rava	1981/4/12
seawater	non-motile	not indicated	Marinicauda	pacifica	P-1 km-3
soil	non-motile	not indicated	Sphingobium	cupriresistens	CU4
__freshwater (river, lake, pond)__	non-motile	no	Sphingobium	sufflavum	HL-25
estuarine water	non-motile	no	Chryseobacterium	rigui	CJ16
plant associated	non-motile	yes	Nonomuraea	solani	NEAU-Z6
plant associated	non-motile	yes	Xiangella	phaseoli	NEAU-J5
other	flagella	not indicated	Galenea	microaerophila	P2D
soil	non-motile	yes	Actinoallomurus	acanthiterrae	2614A723
food product	non-motile	no	Lactobacillus	curieae	CCTCC M 2011381
food product	flagella	no	Methylopila	musalis	MUSA
food product	not indicated	not indicated	Wickerhamiella	dulcicola	UFMG-TOL15
food product	not indicated	not indicated	Wickerhamiella	cachassae	UFMG-D5L7
plant associated	non-motile	not indicated	Flavobacterium	akiainvivens	IK-1
soil	__motile, but unspecified structure__	not indicated	Ciceribacter	lividus	MSSRFBL1
hypersaline environment	__motile, but unspecified structure__	not indicated	Halobellus	inordinatus	YC20
seawater	non-motile	not indicated	Algibacter	aquimarinus	KYW589
soil	flagella	not indicated	Pseudomonas	sagittaria	CC-OPY-1
other	non-motile	no	Chryseobacterium	taihuense	THMBM1
plant associated	flagella	not indicated	Lonsdalea	quercina	NY060
other	non-motile	no	Ornatilinea	apprima	P3M-1
soil	non-motile	not indicated	Huanghella	arctica	R9-9
soil	not indicated	yes	Allokutzneria	multivorans	YIM 120521
soil	not indicated	yes	Streptomyces	yaanensis	Z4
plant associated	not indicated	yes	Allonocardiopsis	opalescens	I10A-01259
other	non-motile	no	Kangiella	sediminilitoris	BB-Mw22
other	non-motile	no	Luteolibacter	yonseiensis	EBTL01
other	__motile, but unspecified structure__	no	Castellaniella	hirudinis	E103
